Row_ID,Order_ID,Region,Category,City,Sales,Discount,Profit
412,ORD-10412,South,Office Supplies,Chicago,209.13,0.0,23.63
413,ORD-10413,South,Technology,Atlanta,88.28,0.4,1.68
414,ORD-10414,South,Technology,Atlanta,54.49,0.2,5.59
415,ORD-10415,South,Office Supplies,Seattle,97.84,0.1,19.86
416,ORD-10416,East,Office Supplies,Chicago,42.06,0.0,4.72
417,ORD-10417,East,Technology,Houston,133.23,0.2,23.42
418,ORD-10418,Central,Technology,Seattle,129.68,0.3,11.06
419,ORD-10419,East,Technology,Phoenix,79.1,0.1,15.29
420,ORD-10420,South,Technology,Los Angeles,584.01,0.0,110.39
421,ORD-10421,East,Furniture,Houston,76.55,0.3,2.26
422,ORD-10422,South,Furniture,Seattle,131.54,0.0,7.67
423,ORD-10423,South,Technology,Chicago,172.04,0.2,15.55
424,ORD-10424,East,Office Supplies,Los Angeles,179.8,0.1,32.93
425,ORD-10425,East,Technology,Atlanta,61.66,0.3,11.27
426,ORD-10426,East,Furniture,Los Angeles,484.27,0.3,6.85
427,ORD-10427,East,Technology,New York,170.95,0.1,24.01
428,ORD-10428,Central,Furniture,Atlanta,492.2,0.2,27.92
429,ORD-10429,South,Office Supplies,Seattle,100.06,0.1,13.81
430,ORD-10430,East,Office Supplies,Seattle,71.23,0.0,6.94
431,ORD-10431,East,Technology,Chicago,132.34,0.2,22.18
432,ORD-10432,West,Technology,New York,148.77,0.2,23.29
433,ORD-10433,East,Technology,Phoenix,159.27,0.0,23.28
434,ORD-10434,East,Technology,New York,434.96,0.0,63.2
435,ORD-10435,South,Office Supplies,Atlanta,47.43,0.0,4.18
436,ORD-10436,South,Furniture,Los Angeles,262.64,0.2,28.17
437,ORD-10437,Central,Office Supplies,Chicago,221.94,0.4,9.6
438,ORD-10438,East,Office Supplies,Seattle,78.82,0.1,13.63
439,ORD-10439,Central,Furniture,New York,100.26,0.2,1.34
440,ORD-10440,West,Office Supplies,Denver,104.07,0.0,18.31
441,ORD-10441,Central,Office Supplies,Chicago,27.29,0.2,2.31
442,ORD-10442,South,Furniture,Phoenix,142.1,0.0,4.79
443,ORD-10443,Central,Office Supplies,Phoenix,176.61,0.0,9.99
444,ORD-10444,Central,Office Supplies,Denver,104.84,0.0,7.57
445,ORD-10445,East,Furniture,New York,541.89,0.0,63.6
446,ORD-10446,South,Office Supplies,Phoenix,160.15,0.0,21.11
447,ORD-10447,West,Office Supplies,Denver,103.23,0.3,2.43
448,ORD-10448,South,Office Supplies,Atlanta,26.72,0.0,3.62
449,ORD-10449,West,Technology,Phoenix,305.02,0.1,60.99
450,ORD-10450,Central,Office Supplies,New York,132.26,0.0,11.26
451,ORD-10451,South,Furniture,Phoenix,145.68,0.0,15.24
452,ORD-10452,West,Technology,Atlanta,88.96,0.3,4.4
453,ORD-10453,Central,Office Supplies,Denver,56.61,0.0,4.54
454,ORD-10454,Central,Office Supplies,Chicago,218.87,0.1,14.49
455,ORD-10455,Central,Furniture,Denver,16.64,0.0,1.5
456,ORD-10456,East,Office Supplies,Seattle,55.82,0.2,4.05
457,ORD-10457,East,Technology,Atlanta,233.23,0.2,38.65
458,ORD-10458,East,Office Supplies,Houston,164.73,0.1,24.98
459,ORD-10459,West,Technology,Chicago,80.16,0.2,11.08
460,ORD-10460,West,Office Supplies,Denver,108.94,0.0,20.32
461,ORD-10461,West,Office Supplies,New York,336.66,0.2,49.66
462,ORD-10462,South,Technology,Los Angeles,36.44,0.0,6.3
463,ORD-10463,South,Office Supplies,Chicago,56.59,0.2,5.44
464,ORD-10464,Central,Furniture,New York,208.61,0.2,-0.66
465,ORD-10465,South,Furniture,Houston,203.49,0.1,8.22
466,ORD-10466,West,Technology,Denver,72.78,0.2,10.54
467,ORD-10467,East,Technology,Phoenix,41.89,0.0,7.9
468,ORD-10468,South,Office Supplies,Los Angeles,60.24,0.0,8.19
469,ORD-10469,East,Technology,Los Angeles,281.19,0.1,39.33
470,ORD-10470,West,Technology,Chicago,94.68,0.4,11.67
471,ORD-10471,Central,Technology,Phoenix,110.97,0.4,3.85
472,ORD-10472,Central,Office Supplies,Seattle,255.3,0.0,20.28
473,ORD-10473,Central,Technology,Phoenix,55.29,0.1,3.82
474,ORD-10474,East,Furniture,Chicago,46.46,0.3,0.45
475,ORD-10475,East,Office Supplies,Denver,91.07,0.4,2.0
476,ORD-10476,Central,Technology,Seattle,115.89,0.2,16.16
477,ORD-10477,West,Technology,New York,71.42,0.1,18.86
478,ORD-10478,West,Office Supplies,Denver,67.35,0.3,6.35
479,ORD-10479,Central,Office Supplies,Phoenix,77.16,0.1,8.09
480,ORD-10480,West,Office Supplies,Phoenix,187.15,0.3,25.01
481,ORD-10481,South,Furniture,Denver,159.16,0.2,10.11
482,ORD-10482,West,Technology,Houston,153.07,0.0,25.28
483,ORD-10483,West,Office Supplies,Denver,75.2,0.1,10.84
484,ORD-10484,South,Office Supplies,New York,83.25,0.0,10.67
485,ORD-10485,South,Office Supplies,Houston,209.46,0.1,17.51
486,ORD-10486,West,Technology,Denver,42.09,0.3,9.16
487,ORD-10487,West,Office Supplies,New York,64.53,0.4,2.57
488,ORD-10488,West,Office Supplies,Houston,228.84,0.1,35.52
489,ORD-10489,Central,Furniture,Houston,87.97,0.1,3.45
490,ORD-10490,West,Office Supplies,Houston,61.99,0.1,4.58
491,ORD-10491,East,Technology,Los Angeles,55.75,0.0,11.13
492,ORD-10492,Central,Technology,Phoenix,200.48,0.1,23.06
493,ORD-10493,East,Furniture,Los Angeles,203.72,0.1,8.47
494,ORD-10494,West,Furniture,Seattle,102.38,0.1,13.17
495,ORD-10495,East,Technology,Denver,74.25,0.2,9.71
496,ORD-10496,Central,Technology,New York,81.84,0.1,10.0
497,ORD-10497,Central,Office Supplies,Atlanta,164.02,0.3,-3.94
498,ORD-10498,Central,Office Supplies,Atlanta,109.19,0.0,15.71
499,ORD-10499,Central,Office Supplies,New York,379.33,0.3,38.75
500,ORD-10500,East,Office Supplies,New York,98.31,0.2,12.44
501,ORD-10501,East,Furniture,Seattle,138.48,0.3,-3.19
502,ORD-10502,East,Furniture,Chicago,45.71,0.2,4.5
503,ORD-10503,West,Office Supplies,Chicago,50.48,0.0,7.27
504,ORD-10504,West,Office Supplies,Chicago,29.99,0.1,2.61
505,ORD-10505,West,Technology,Atlanta,171.57,0.3,19.99
506,ORD-10506,West,Technology,Los Angeles,166.15,0.3,20.81
507,ORD-10507,East,Office Supplies,Seattle,243.82,0.0,37.37
508,ORD-10508,South,Technology,Chicago,99.86,0.3,11.27
509,ORD-10509,East,Technology,Denver,128.01,0.1,23.9
510,ORD-10510,East,Technology,Houston,88.35,0.0,12.74
511,ORD-10511,South,Office Supplies,Houston,157.89,0.3,19.77
512,ORD-10512,West,Technology,Atlanta,164.82,0.2,29.52
513,ORD-10513,South,Technology,Seattle,344.46,0.0,40.25
514,ORD-10514,West,Office Supplies,New York,64.45,0.1,9.76
515,ORD-10515,Central,Furniture,Chicago,62.07,0.1,1.02
516,ORD-10516,West,Technology,Phoenix,130.04,0.1,22.96
517,ORD-10517,West,Technology,Seattle,135.13,0.2,21.81
518,ORD-10518,South,Office Supplies,Los Angeles,240.62,0.1,20.47
519,ORD-10519,Central,Office Supplies,Phoenix,110.33,0.1,9.79
520,ORD-10520,Central,Technology,Atlanta,233.27,0.1,25.71
521,ORD-10521,Central,Office Supplies,Denver,141.92,0.3,4.2
522,ORD-10522,East,Office Supplies,Los Angeles,305.23,0.1,52.43
523,ORD-10523,West,Technology,Houston,45.9,0.0,8.79
524,ORD-10524,East,Office Supplies,Houston,132.75,0.2,19.38
525,ORD-10525,East,Office Supplies,Phoenix,156.43,0.2,19.61
526,ORD-10526,East,Office Supplies,Los Angeles,106.84,0.1,15.99
527,ORD-10527,East,Office Supplies,New York,154.5,0.0,23.09
528,ORD-10528,Central,Technology,Houston,345.28,0.1,39.9
529,ORD-10529,West,Office Supplies,Phoenix,110.82,0.0,16.47
530,ORD-10530,West,Technology,Seattle,468.88,0.3,65.94
531,ORD-10531,Central,Technology,Atlanta,103.57,0.0,12.66
532,ORD-10532,South,Furniture,Houston,57.55,0.0,6.15
533,ORD-10533,West,Technology,Los Angeles,295.85,0.0,58.77
534,ORD-10534,Central,Technology,Seattle,74.35,0.3,6.43
535,ORD-10535,Central,Technology,Atlanta,199.99,0.1,27.31
536,ORD-10536,West,Office Supplies,Los Angeles,30.39,0.0,4.35
537,ORD-10537,South,Furniture,Houston,80.14,0.1,6.58
538,ORD-10538,West,Technology,Atlanta,61.84,0.1,8.87
539,ORD-10539,East,Office Supplies,Houston,100.64,0.1,12.44
540,ORD-10540,South,Technology,Denver,104.42,0.2,11.79
541,ORD-10541,West,Technology,Chicago,93.89,0.0,14.09
542,ORD-10542,West,Technology,Seattle,371.71,0.0,90.31
543,ORD-10543,East,Furniture,New York,213.67,0.4,-0.95
544,ORD-10544,South,Furniture,Chicago,40.56,0.0,3.98
545,ORD-10545,West,Furniture,New York,32.1,0.1,3.4
546,ORD-10546,East,Technology,Atlanta,184.65,0.4,21.69
547,ORD-10547,West,Technology,Chicago,221.6,0.3,5.17
548,ORD-10548,West,Office Supplies,Denver,133.44,0.3,9.83
549,ORD-10549,East,Office Supplies,Houston,66.8,0.1,10.68
550,ORD-10550,Central,Office Supplies,Phoenix,149.37,0.2,15.4
551,ORD-10551,West,Technology,Phoenix,157.17,0.2,15.05
552,ORD-10552,East,Office Supplies,Houston,79.82,0.2,5.38
553,ORD-10553,West,Office Supplies,Denver,162.47,0.2,19.89
554,ORD-10554,South,Furniture,Chicago,146.33,0.0,9.37
555,ORD-10555,Central,Office Supplies,Los Angeles,261.95,0.3,3.97
556,ORD-10556,East,Technology,Phoenix,150.19,0.3,5.24
557,ORD-10557,East,Technology,Denver,129.0,0.3,17.16
558,ORD-10558,West,Furniture,New York,35.12,0.3,0.68
559,ORD-10559,West,Office Supplies,Houston,65.46,0.0,12.39
560,ORD-10560,Central,Office Supplies,Phoenix,136.25,0.0,15.95
561,ORD-10561,East,Furniture,Phoenix,73.49,0.4,0.65
562,ORD-10562,East,Technology,New York,128.43,0.2,15.63
563,ORD-10563,Central,Office Supplies,Los Angeles,65.01,0.2,4.74
564,ORD-10564,East,Furniture,New York,200.6,0.2,10.55
565,ORD-10565,South,Office Supplies,Los Angeles,85.8,0.1,10.78
566,ORD-10566,West,Technology,Seattle,93.17,0.1,12.6
567,ORD-10567,West,Office Supplies,Seattle,229.77,0.4,9.63
568,ORD-10568,East,Office Supplies,Seattle,70.5,0.4,3.9
569,ORD-10569,Central,Technology,New York,117.15,0.1,17.88
570,ORD-10570,South,Technology,New York,104.81,0.2,19.35
571,ORD-10571,West,Furniture,New York,185.55,0.3,-1.9
572,ORD-10572,East,Office Supplies,Phoenix,774.6,0.1,87.97
573,ORD-10573,Central,Office Supplies,Houston,187.35,0.1,18.99
574,ORD-10574,South,Furniture,Chicago,271.22,0.2,21.84
575,ORD-10575,East,Office Supplies,Houston,94.87,0.3,7.19
576,ORD-10576,West,Furniture,Houston,107.86,0.3,9.11
577,ORD-10577,West,Technology,Denver,252.54,0.2,35.85
578,ORD-10578,West,Office Supplies,Atlanta,233.44,0.3,29.01
579,ORD-10579,East,Office Supplies,Denver,134.53,0.3,9.96
580,ORD-10580,South,Technology,Houston,38.67,0.2,4.5
581,ORD-10581,West,Furniture,Denver,104.95,0.1,6.03
582,ORD-10582,Central,Technology,Houston,217.46,0.0,35.89
583,ORD-10583,Central,Furniture,Seattle,112.4,0.1,3.66
584,ORD-10584,East,Office Supplies,Atlanta,97.11,0.1,9.99
585,ORD-10585,Central,Office Supplies,Houston,117.98,0.1,8.95
586,ORD-10586,Central,Office Supplies,Phoenix,31.6,0.2,3.13
587,ORD-10587,Central,Office Supplies,New York,79.29,0.1,0.56
588,ORD-10588,Central,Technology,Phoenix,127.96,0.0,24.83
589,ORD-10589,East,Office Supplies,Houston,113.59,0.0,5.28
590,ORD-10590,South,Office Supplies,New York,162.76,0.3,11.18
591,ORD-10591,East,Office Supplies,Chicago,63.18,0.3,1.68
592,ORD-10592,Central,Office Supplies,Seattle,52.14,0.3,0.67
593,ORD-10593,South,Office Supplies,Phoenix,49.03,0.1,4.58
594,ORD-10594,West,Office Supplies,Phoenix,163.13,0.2,22.18
595,ORD-10595,Central,Office Supplies,Chicago,157.98,0.0,30.39
596,ORD-10596,South,Office Supplies,Chicago,33.14,0.4,2.28
597,ORD-10597,Central,Furniture,Phoenix,45.13,0.2,1.74
598,ORD-10598,South,Technology,New York,511.33,0.2,65.94
599,ORD-10599,West,Office Supplies,Seattle,87.83,0.3,10.41
600,ORD-10600,Central,Office Supplies,Atlanta,202.4,0.3,9.33
601,ORD-10601,West,Technology,Houston,121.7,0.1,19.54
602,ORD-10602,Central,Office Supplies,Seattle,26.58,0.2,2.69
603,ORD-10603,West,Technology,Chicago,92.79,0.1,14.63
604,ORD-10604,Central,Office Supplies,New York,91.26,0.1,4.93
605,ORD-10605,South,Office Supplies,Los Angeles,41.76,0.0,2.12
606,ORD-10606,South,Furniture,Seattle,20.07,0.2,1.0
607,ORD-10607,West,Office Supplies,Houston,203.6,0.3,15.2
608,ORD-10608,East,Furniture,Seattle,173.13,0.1,17.42
609,ORD-10609,East,Technology,Los Angeles,87.1,0.0,15.63
610,ORD-10610,Central,Technology,Los Angeles,204.55,0.3,18.7
611,ORD-10611,Central,Technology,New York,53.77,0.3,5.48
612,ORD-10612,West,Office Supplies,Denver,415.62,0.0,90.3
613,ORD-10613,East,Furniture,Seattle,153.35,0.3,6.28
614,ORD-10614,East,Office Supplies,Los Angeles,67.67,0.1,1.71
615,ORD-10615,West,Office Supplies,Phoenix,254.09,0.3,46.62
616,ORD-10616,South,Office Supplies,Denver,63.16,0.0,6.82
617,ORD-10617,East,Technology,Chicago,48.05,0.1,5.69
618,ORD-10618,West,Office Supplies,Seattle,66.76,0.0,12.35
619,ORD-10619,West,Technology,Denver,255.43,0.2,41.9
620,ORD-10620,West,Technology,Denver,114.78,0.3,13.76
621,ORD-10621,South,Office Supplies,Los Angeles,41.67,0.2,1.58
622,ORD-10622,East,Office Supplies,Houston,263.06,0.3,3.94
623,ORD-10623,Central,Technology,Chicago,288.85,0.2,19.07
624,ORD-10624,East,Office Supplies,Atlanta,33.96,0.2,2.05
625,ORD-10625,East,Technology,Seattle,121.12,0.0,14.55
626,ORD-10626,West,Office Supplies,Denver,126.74,0.1,24.7
627,ORD-10627,West,Office Supplies,Los Angeles,139.75,0.1,28.6
628,ORD-10628,East,Technology,Atlanta,178.38,0.4,15.39
629,ORD-10629,South,Furniture,Phoenix,77.79,0.2,5.79
630,ORD-10630,East,Furniture,Los Angeles,507.27,0.3,27.61
631,ORD-10631,West,Technology,Atlanta,129.96,0.1,26.52
632,ORD-10632,West,Technology,Phoenix,208.89,0.0,41.69
633,ORD-10633,South,Furniture,New York,207.13,0.0,18.63
634,ORD-10634,East,Office Supplies,Chicago,123.54,0.3,16.46
635,ORD-10635,Central,Office Supplies,Chicago,86.7,0.2,0.95
636,ORD-10636,Central,Technology,Houston,180.92,0.4,1.44
637,ORD-10637,South,Office Supplies,Seattle,261.55,0.0,45.5
638,ORD-10638,West,Office Supplies,Atlanta,222.11,0.3,32.09
639,ORD-10639,South,Technology,Houston,165.25,0.3,9.77
640,ORD-10640,Central,Office Supplies,Seattle,78.43,0.1,6.11
641,ORD-10641,East,Office Supplies,Chicago,282.01,0.0,48.97
642,ORD-10642,Central,Office Supplies,Atlanta,124.36,0.3,-3.78
643,ORD-10643,West,Office Supplies,Atlanta,390.23,0.3,15.05
644,ORD-10644,Central,Office Supplies,Chicago,65.26,0.1,3.24
645,ORD-10645,South,Furniture,Los Angeles,190.23,0.2,11.38
646,ORD-10646,South,Office Supplies,New York,102.24,0.2,8.88
647,ORD-10647,West,Furniture,New York,396.11,0.3,9.63
648,ORD-10648,South,Furniture,Phoenix,69.87,0.1,3.49
649,ORD-10649,East,Furniture,Seattle,477.72,0.2,10.39
650,ORD-10650,East,Technology,Atlanta,57.49,0.0,8.79
651,ORD-10651,East,Office Supplies,Los Angeles,66.26,0.0,8.53
652,ORD-10652,East,Technology,Los Angeles,146.88,0.1,18.9
653,ORD-10653,East,Furniture,Atlanta,121.49,0.0,23.02
654,ORD-10654,East,Office Supplies,Houston,106.48,0.3,8.46
655,ORD-10655,East,Office Supplies,Los Angeles,261.58,0.1,34.97
656,ORD-10656,South,Furniture,Houston,114.84,0.0,10.78
657,ORD-10657,West,Furniture,Houston,66.59,0.0,11.68
658,ORD-10658,Central,Office Supplies,Atlanta,156.44,0.0,15.97
659,ORD-10659,East,Technology,Denver,103.83,0.2,9.55
660,ORD-10660,East,Technology,New York,370.39,0.3,46.4
661,ORD-10661,West,Technology,Phoenix,135.94,0.2,28.14
662,ORD-10662,West,Furniture,Atlanta,40.21,0.2,4.24
663,ORD-10663,South,Office Supplies,Seattle,85.29,0.1,10.97
664,ORD-10664,South,Office Supplies,Los Angeles,206.39,0.4,11.96
665,ORD-10665,West,Office Supplies,New York,164.35,0.1,27.57
666,ORD-10666,West,Office Supplies,Houston,99.26,0.2,15.57
667,ORD-10667,East,Office Supplies,Atlanta,119.34,0.2,9.73
668,ORD-10668,West,Technology,Houston,128.76,0.2,17.56
669,ORD-10669,Central,Furniture,Denver,135.96,0.2,0.64
670,ORD-10670,East,Technology,Seattle,171.77,0.0,28.81
671,ORD-10671,Central,Office Supplies,New York,150.47,0.4,4.26
672,ORD-10672,West,Technology,Houston,103.26,0.2,23.24
673,ORD-10673,West,Office Supplies,Chicago,360.59,0.0,36.71
674,ORD-10674,East,Technology,Los Angeles,161.93,0.0,25.4
675,ORD-10675,West,Furniture,New York,69.43,0.0,6.49
676,ORD-10676,East,Office Supplies,Atlanta,61.33,0.0,6.78
677,ORD-10677,South,Furniture,Chicago,40.66,0.3,2.32
678,ORD-10678,Central,Furniture,Los Angeles,106.22,0.3,-1.1
679,ORD-10679,West,Technology,Los Angeles,134.23,0.1,22.66
680,ORD-10680,East,Furniture,Los Angeles,190.57,0.2,14.04
681,ORD-10681,East,Furniture,Los Angeles,193.18,0.2,7.87
682,ORD-10682,South,Technology,Atlanta,30.26,0.0,5.51
683,ORD-10683,West,Office Supplies,Atlanta,103.86,0.2,13.85
684,ORD-10684,West,Office Supplies,Atlanta,36.57,0.3,5.08
685,ORD-10685,South,Furniture,Los Angeles,85.72,0.1,7.07
686,ORD-10686,South,Office Supplies,Houston,50.08,0.1,4.64
687,ORD-10687,South,Technology,Atlanta,75.17,0.0,9.89
688,ORD-10688,South,Furniture,New York,115.19,0.1,13.85
689,ORD-10689,Central,Office Supplies,Seattle,137.64,0.3,4.6
690,ORD-10690,South,Office Supplies,Los Angeles,139.11,0.4,1.7
691,ORD-10691,West,Office Supplies,Denver,216.21,0.1,34.25
692,ORD-10692,West,Technology,Phoenix,141.2,0.1,20.56
693,ORD-10693,East,Office Supplies,Chicago,33.71,0.0,4.11
694,ORD-10694,Central,Office Supplies,Houston,120.83,0.4,3.22
695,ORD-10695,East,Technology,Seattle,42.96,0.3,4.3
696,ORD-10696,West,Office Supplies,Los Angeles,100.52,0.1,17.9
697,ORD-10697,West,Furniture,Atlanta,235.48,0.4,18.13
698,ORD-10698,Central,Office Supplies,Chicago,87.77,0.0,8.71
699,ORD-10699,Central,Technology,Los Angeles,31.3,0.0,3.54
700,ORD-10700,Central,Office Supplies,Denver,325.09,0.2,27.39
701,ORD-10701,West,Technology,New York,42.13,0.2,7.13
702,ORD-10702,West,Office Supplies,Chicago,233.16,0.1,21.3
703,ORD-10703,East,Office Supplies,Atlanta,85.52,0.0,12.54
704,ORD-10704,East,Technology,Los Angeles,83.55,0.1,13.31
705,ORD-10705,East,Furniture,Denver,182.04,0.0,23.44
706,ORD-10706,South,Office Supplies,Seattle,128.11,0.2,5.79
707,ORD-10707,South,Technology,New York,200.98,0.0,25.94
708,ORD-10708,South,Office Supplies,New York,276.41,0.2,11.94
709,ORD-10709,Central,Furniture,Phoenix,92.09,0.3,-4.38
710,ORD-10710,East,Office Supplies,Chicago,210.5,0.2,17.95
711,ORD-10711,Central,Office Supplies,New York,103.02,0.0,6.68
712,ORD-10712,Central,Office Supplies,Denver,87.52,0.1,6.3
713,ORD-10713,East,Office Supplies,Seattle,274.93,0.0,39.88
714,ORD-10714,West,Office Supplies,Chicago,263.42,0.0,26.84
715,ORD-10715,West,Technology,Chicago,43.08,0.2,7.0
716,ORD-10716,West,Technology,Houston,78.3,0.1,12.87
717,ORD-10717,East,Technology,Chicago,48.6,0.3,5.81
718,ORD-10718,East,Office Supplies,Houston,221.6,0.0,38.06
719,ORD-10719,West,Technology,Seattle,84.32,0.0,13.79
720,ORD-10720,South,Office Supplies,New York,34.96,0.0,5.87
721,ORD-10721,Central,Technology,Atlanta,40.32,0.0,7.8
722,ORD-10722,East,Office Supplies,Denver,192.66,0.0,24.21
723,ORD-10723,South,Office Supplies,Phoenix,36.26,0.2,2.61
724,ORD-10724,East,Office Supplies,Seattle,37.66,0.2,6.41
725,ORD-10725,South,Furniture,Denver,55.51,0.0,6.59
726,ORD-10726,East,Technology,Denver,130.82,0.0,31.11
727,ORD-10727,South,Furniture,Seattle,196.89,0.0,17.47
728,ORD-10728,East,Office Supplies,Atlanta,144.35,0.1,15.12
729,ORD-10729,Central,Technology,Phoenix,114.03,0.2,7.69
730,ORD-10730,East,Office Supplies,Denver,116.83,0.2,15.68
731,ORD-10731,Central,Furniture,Seattle,119.4,0.0,8.79
732,ORD-10732,West,Office Supplies,Atlanta,86.59,0.2,7.6
733,ORD-10733,South,Technology,Los Angeles,139.85,0.1,22.69
734,ORD-10734,West,Technology,Los Angeles,121.43,0.3,14.68
735,ORD-10735,West,Technology,Chicago,116.06,0.1,24.65
736,ORD-10736,West,Office Supplies,New York,94.64,0.1,12.49
737,ORD-10737,East,Furniture,Phoenix,120.56,0.0,18.36
738,ORD-10738,East,Furniture,New York,214.57,0.3,18.25
739,ORD-10739,South,Technology,Denver,72.7,0.2,8.35
740,ORD-10740,Central,Office Supplies,Houston,43.92,0.0,3.08
741,ORD-10741,West,Office Supplies,Atlanta,169.24,0.4,9.93
742,ORD-10742,Central,Office Supplies,Seattle,281.8,0.0,36.32
743,ORD-10743,West,Technology,Chicago,66.93,0.3,8.68
744,ORD-10744,West,Office Supplies,New York,189.43,0.1,23.1
745,ORD-10745,Central,Technology,Atlanta,265.26,0.1,29.94
746,ORD-10746,South,Technology,Denver,75.39,0.3,7.45
747,ORD-10747,West,Furniture,Phoenix,60.71,0.1,8.23
748,ORD-10748,South,Office Supplies,Denver,165.13,0.3,16.77
749,ORD-10749,South,Furniture,Chicago,56.83,0.2,2.52
750,ORD-10750,West,Furniture,New York,123.0,0.4,6.09
751,ORD-10751,West,Furniture,Seattle,163.92,0.3,5.67
752,ORD-10752,East,Office Supplies,New York,167.35,0.1,10.83
753,ORD-10753,East,Technology,Phoenix,62.4,0.0,11.42
754,ORD-10754,South,Office Supplies,Houston,69.58,0.0,10.83
755,ORD-10755,South,Office Supplies,Phoenix,78.45,0.2,10.49
756,ORD-10756,Central,Furniture,Chicago,229.2,0.2,14.62
757,ORD-10757,East,Office Supplies,Chicago,82.12,0.3,5.46
758,ORD-10758,West,Technology,New York,234.1,0.0,49.69
759,ORD-10759,East,Technology,New York,80.95,0.1,10.86
760,ORD-10760,West,Office Supplies,Denver,99.88,0.1,17.5
761,ORD-10761,Central,Office Supplies,Seattle,108.41,0.0,6.6
762,ORD-10762,East,Technology,Atlanta,70.42,0.2,9.38
763,ORD-10763,Central,Technology,Houston,170.2,0.2,16.41
764,ORD-10764,West,Technology,Los Angeles,52.42,0.4,5.86
765,ORD-10765,East,Office Supplies,Atlanta,120.34,0.2,10.94
766,ORD-10766,Central,Furniture,New York,83.96,0.3,-0.99
767,ORD-10767,South,Technology,New York,67.68,0.2,8.09
768,ORD-10768,West,Office Supplies,Denver,204.82,0.0,18.13
769,ORD-10769,West,Office Supplies,Chicago,107.87,0.0,17.61
770,ORD-10770,West,Furniture,Phoenix,220.65,0.1,31.97
771,ORD-10771,West,Furniture,Denver,86.56,0.1,6.38
772,ORD-10772,Central,Technology,Seattle,86.55,0.1,15.27
773,ORD-10773,West,Technology,Atlanta,105.88,0.2,19.35
774,ORD-10774,West,Office Supplies,New York,67.47,0.1,9.33
775,ORD-10775,East,Furniture,Los Angeles,65.54,0.2,5.03
776,ORD-10776,South,Office Supplies,Chicago,161.44,0.0,24.63
777,ORD-10777,Central,Technology,Houston,116.87,0.1,9.17
778,ORD-10778,East,Office Supplies,New York,112.6,0.2,5.3
779,ORD-10779,East,Office Supplies,Phoenix,107.15,0.2,18.21
780,ORD-10780,West,Furniture,Los Angeles,111.23,0.3,6.35
781,ORD-10781,Central,Office Supplies,Los Angeles,233.51,0.1,1.23
782,ORD-10782,West,Technology,Houston,138.71,0.1,28.22
783,ORD-10783,Central,Office Supplies,Denver,86.52,0.2,6.74
784,ORD-10784,West,Technology,Phoenix,101.37,0.2,18.98
785,ORD-10785,West,Furniture,Los Angeles,34.83,0.0,3.96
786,ORD-10786,West,Furniture,New York,162.79,0.3,14.37
787,ORD-10787,Central,Furniture,New York,199.31,0.2,2.76
788,ORD-10788,West,Office Supplies,Atlanta,82.94,0.0,11.69
789,ORD-10789,Central,Technology,Seattle,58.82,0.0,5.55
790,ORD-10790,Central,Office Supplies,Houston,40.31,0.1,6.51
791,ORD-10791,Central,Office Supplies,Seattle,409.02,0.0,60.29
792,ORD-10792,West,Furniture,Denver,40.41,0.2,2.58
793,ORD-10793,West,Furniture,Denver,113.39,0.2,11.75
794,ORD-10794,South,Technology,Houston,65.22,0.1,10.42
795,ORD-10795,East,Technology,Atlanta,155.4,0.1,21.28
796,ORD-10796,East,Technology,New York,70.66,0.1,11.86
797,ORD-10797,West,Technology,New York,176.76,0.2,18.01
798,ORD-10798,East,Furniture,Phoenix,38.84,0.2,-0.25
799,ORD-10799,West,Office Supplies,Chicago,106.83,0.3,5.64
800,ORD-10800,West,Furniture,Chicago,144.59,0.2,1.04
